case_id,source,preconditions,steps,expected,status,environment,evidence,actual_result,remaining_or_blocker
LIVE-006,FEATURE_CASES.md:184,打开自定义演出,分别导入有效脚本和有效音频,两者独立显示；只有都有效时 `canPlay`；进入自定义模式并持久化,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1692#testInvalidScriptImportKeepsThePreviouslyCommittedCustomScript; evidence/frozen-baseline.log:1684#testInvalidAudioImportKeepsThePreviouslyCommittedCustomAudio; evidence/frozen-baseline.log:1666#testCustomScriptAndAudioRestoreIntoANewModelInstance,部分自动化证据：素材事务及新模型恢复通过；文件选择器取消和UI采用路径未覆盖；testInvalidScriptImportKeepsThePreviouslyCommittedCustomScript=通过；testInvalidAudioImportKeepsThePreviouslyCommittedCustomAudio=通过；testCustomScriptAndAudioRestoreIntoANewModelInstance=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
LIVE-007,FEATURE_CASES.md:185,已有有效自定义素材,分别导入无效脚本、损坏音频、取消选择,显示错误；旧脚本/音频/预览/可播放状态不变,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1692#testInvalidScriptImportKeepsThePreviouslyCommittedCustomScript; evidence/frozen-baseline.log:1684#testInvalidAudioImportKeepsThePreviouslyCommittedCustomAudio; evidence/frozen-baseline.log:1666#testCustomScriptAndAudioRestoreIntoANewModelInstance,部分自动化证据：素材事务及新模型恢复通过；文件选择器取消和UI采用路径未覆盖；testInvalidScriptImportKeepsThePreviouslyCommittedCustomScript=通过；testInvalidAudioImportKeepsThePreviouslyCommittedCustomAudio=通过；testCustomScriptAndAudioRestoreIntoANewModelInstance=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
LIVE-008,FEATURE_CASES.md:186,当前在内置模式且保存过自定义素材,点“使用已保存的自定义演出”,恢复保存的脚本和音频；不混入当前内置歌曲音频,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1666#testCustomScriptAndAudioRestoreIntoANewModelInstance,部分自动化证据：独立偏好/临时文件的新模型恢复通过；页面选择/首次缺素材与模式切换步骤未覆盖；testCustomScriptAndAudioRestoreIntoANewModelInstance=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
LIVE-009,FEATURE_CASES.md:187,脚本和音频有效，面板在线,点播放；观察至多个关键帧,本机音频开始；首帧立即显示并发板；后续按播放器实际位置推进；面板和预览一致,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
LIVE-010,FEATURE_CASES.md:188,正在播放,点暂停，再点播放,暂停位置保留；恢复从同位置继续并重新同步当前帧；不从头跳转,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
LIVE-011,FEATURE_CASES.md:189,已播放一段,点停止,音频回 0；预览回首帧；停止按钮禁用；音频会话释放,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
LIVE-012,FEATURE_CASES.md:190,可播放,播放中和暂停时分别拖进度至首/中/尾,时间标签与位置一致；预览立即切到对应关键帧；在线且有输出租约时同步面板,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
LIVE-013,FEATURE_CASES.md:191,循环开启/关闭各一次,播放到末尾,开启时无明显停顿回 0 并同步首帧；关闭时结束并释放会话,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
LIVE-014,FEATURE_CASES.md:192,未连接但素材有效,点播放,本机音频与预览正常播放；显示“仅本机播放，尚未同步到面板”；无伪失败,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:192（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
LIVE-015,FEATURE_CASES.md:193,在线播放中,断开面板,本机音频继续；面板输出租约清空；恢复连接后不自动抢占输出,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
LIVE-016,FEATURE_CASES.md:194,LIVE-015 状态，重新在线,点“恢复同步到面板”,显式取得新会话并从当前音频位置发送正确帧；提示消失,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
LIVE-017,FEATURE_CASES.md:195,播放中,App 后台；模拟系统音频中断可恢复/不可恢复,后台暂停；中断按系统建议恢复或结束；用户主动暂停后不自动恢复,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
LIVE-018,FEATURE_CASES.md:196,播放中,切到口型并开始，或 Debug/控制发送,新输出源接管；演出暂停或只保留明确的本机状态；迟到演出帧不覆盖新输出,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CC-001,FEATURE_CASES.md:202,未连接/连接中/重连/失败/已连接,查看附件和展开页,状态用图标+文字表达；设备名、电量、当前输出、当前表情只在数据存在时显示；无纯颜色含义,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CC-002,FEATURE_CASES.md:203,已连接,快速拖亮度到最小/最大/中间,百分比正确；控件发送合并到最新值；2 秒内旧状态回声不拉回滑块，失败后可回到面板真值,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CC-003,FEATURE_CASES.md:204,已连接，表情数 >0,上一个/下一个跨首尾；滚动文字运行中点切换,索引循环；滚动先停止再切表情；控制中心和面板一致,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CC-004,FEATURE_CASES.md:205,已连接,快速切自动/手动；观察文字、图标和面板,状态不靠颜色；新输出会话正确；失败可见并回到固件状态,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CC-005,FEATURE_CASES.md:206,已连接,调自动切换间隔到边界并快速往返,0.1 s 步进、协议范围夹紧；仅最新值生效；设置页摘要同步,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CC-006,FEATURE_CASES.md:207,已连接,通过 ColorPicker、hex、配色组/色块分别改色,颜色预览/面板/hex 同步；`#RRGGBB` 规范化；色块有 44 pt 点击区和选中勾,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CC-007,FEATURE_CASES.md:208,已连接,输入无效、空、半成品 hex 并提交；再改有效,编辑时不发送；无效显示格式提示；有效才提交且错误消失,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CC-008,FEATURE_CASES.md:209,iOS 26，文字/口型/演出分别活动,查看附件；点“查看”；点暂停/停止,摘要指出活动和本机/面板同步状态；查看跳到正确标签；口型为停止，其余为暂停,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CC-009,FEATURE_CASES.md:210,辅助功能字号,查看紧凑附件并用 VoiceOver,视觉副标题可收起且高度稳定；VoiceOver 仍读完整标题和值；查看/暂停可达,失败,冻结产品；iPhone17Pro/iOS27模拟器；en/ja AXXXL,FEATURE_CASES.md:210（仅用例定义，无运行证据）; evidence/screenshots/iphone27-en-AXXXL-tab-0.png; evidence/screenshots/iphone27-ja-AXXXL-tab-4.png; REPORT.md#DEF06,无完整运行证据；静态设计不计通过；主审与本代理实看en图：设备条摘要仅省略号，放大图标超出固定高度并挤占，违反辅助字号附件视觉稳定/操作清楚预期；未执行VoiceOver，不推断读屏失败,已执行步骤违反该原用例明确预期，判失败；其余步骤仍未测试；以冻结版入口和当前证据复验
CC-010,FEATURE_CASES.md:211,仅在产品范围确认要求控制中心提供保存入口时适用；已连接且面板有保存表情,展开控制中心，寻找“已保存的表情/管理表情/保存当前状态”,若该候选能力纳入本轮范围，已保存项可应用并可进入管理，当前控制草稿有保存入口；若未纳入则记“不适用”并引用范围结论，不据死代码判失败,未测试,冻结产品；iPhone SE第3代 / iOS26.5模拟器 / zh-Hans；修订定位harness,evidence/frozen-baseline.log:2214; evidence/se.log:758,无完整运行证据；静态设计不计通过；冻结UI组合测试失败于旧Control命令全亮可达断言，后续表情库路径未执行；不能证明本用例失败或通过；旧UI全亮查找失败归测试定位/陈旧断言，不能证实真实表情库不可达；实际经附件面板控制→管理表情进入表情库；旧全亮组合测试定位失败不再是库入口不可达证据；关闭返回/在线分支/iOS17未全测,SNAPSHOT_DELTA.md确认冻结版保存区已接入，旧候选前提失效；须按正式入口重新执行；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CC-011,FEATURE_CASES.md:212,仅在控制中心保存候选能力纳入范围时适用；从保存表情上下文菜单触发“编辑”,执行后关闭控制中心或切控制,控制编辑器加载该表情且有清晰导航/反馈；候选能力未纳入则记“不适用”,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:212（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,SNAPSHOT_DELTA.md确认冻结版保存区已接入，旧候选前提失效；须按正式入口重新执行；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CC-012,FEATURE_CASES.md:213,已连接/未连接,点“连接设置”,两状态均可进入同一连接页；返回控制中心不重建全局草稿,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-001,FEATURE_CASES.md:219,未请求定位,打开连接页，不点读取,iPhone Wi-Fi 显示“尚未读取”；不弹定位权限；面板 SSID、App transport 分开显示,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:219（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-002,FEATURE_CASES.md:220,定位允许且精确位置允许,点读取当前 Wi-Fi,权限只由点按触发；成功显示真实 SSID；按钮可重新读取,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-003,FEATURE_CASES.md:221,定位拒绝/受限,点读取,显示“定位权限被拒绝”，出现手填项和未经验证说明；不显示“断网”,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-004,FEATURE_CASES.md:222,精确位置关闭,点读取,显示需精确位置并提供手填；状态不冒充不可联网,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-005,FEATURE_CASES.md:223,系统返回 nil SSID,点读取,显示“系统未提供名称”及歧义说明；提供手填；不推断断网,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-006,FEATURE_CASES.md:224,各连接状态/方式,观察概览,手机 SSID、板子 SSID/活动 profile/IP、实际 BLE/Wi-Fi TCP/直连 transport 各自准确；状态有文字,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-007,FEATURE_CASES.md:225,已连接,点断开,控制通道断开；概览更新；草稿保留；活动口型停、文字板输出悬置、演出按规则转本机,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-008,FEATURE_CASES.md:226,蓝牙开/关/未授权各一次,点扫描、停止；等待超时；再次扫描,只显示 RinaLink 外设；进度/停止/超时/错误清晰；可重试；不会显示 Wi-Fi 扫描为蓝牙结果,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-009,FEATURE_CASES.md:227,至少两个 BLE 结果,用名称/UUID 筛选；点一个连接；连接中连点,过滤准确；RSSI 同时用条形和 dBm；只建立一次；成功显示已连接并保存设备,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-010,FEATURE_CASES.md:228,Bonjour 有已解析/未解析项,点两类结果,未解析项禁用/等待；已解析使用 endpoint/host 连接并保存；不把服务显示名当主机地址,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-011,FEATURE_CASES.md:229,可达/不可达主机,输入手动 IP/主机名、空格和空值并连接,空值禁用；trim 后连接；成功保存；失败弹可行动错误且不伪造已连接,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-012,FEATURE_CASES.md:230,已有 BLE/Wi-Fi/直连/个人热点保存项,点各项重连；制造缺地址；左滑移除,按偏好 transport 重连；失败显示具体原因；缺地址要求重扫；移除不删除板端凭据,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-013,FEATURE_CASES.md:231,启动前已有最后设备,冷启动，分别测试 BLE/Wi-Fi/hotspot 保存项,每次启动最多自动重连一次；使用正确偏好；失败不循环创建连接,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-014,FEATURE_CASES.md:232,先以 BLE 连接面板,让面板扫描家庭 Wi-Fi,按钮仅连接时启用；列表明确来自面板；加密项有锁和 RSSI；App 不声称扫描 iPhone 周围网络,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-015,FEATURE_CASES.md:233,面板扫描返回开放/加密网络,选网络；取消一次；再输入正确/错误密码发送,sheet 文案正确；开放网络无需密码；凭据只发给板；阶段依次发送/等待/加入或失败,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-016,FEATURE_CASES.md:234,BLE 控制仍在，板子已加入家庭 Wi-Fi 并报告 IP,点“改用 Wi-Fi 控制板子”,建立 TCP 后才更新为已连接/保存；失败保持明确阶段，不混同“板子已入网”,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-017,FEATURE_CASES.md:235,个人热点页，无已确认记录,打开页面,名称不自动使用泛化 `iPhone`；密码为空；说明系统不提供热点名/密码,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:235（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
CONN-018,FEATURE_CASES.md:236,BLE 在线,让面板扫描热点，点选属于用户的 SSID,扫描按钮只有 BLE 在线时启用；选择只填热点名，不宣称识别所有者；匹配钥匙串密码时明确提示,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-019,FEATURE_CASES.md:237,热点开启，名称/密码正确,点“发送并连接”,三阶段分开显示；板子报告 hotspot profile 后才转 TCP；成功保存密码到对应 SSID 钥匙串并保存 `hotspot-tcp`,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
CONN-020,FEATURE_CASES.md:238,热点名/密码错误或 45 s 无关联,点发送并连接,失败说明检查热点、凭据、最大兼容性；不显示已连接；可修改后重试,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-021,FEATURE_CASES.md:239,已保存热点密码,改热点名来回切换；清除板子和本机密码,密码按 SSID 分开载入；清除后板端凭据与对应钥匙串值均移除，UI 回空,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CONN-022,FEATURE_CASES.md:240,板载默认 AP 可用,点加入热点并连接；在 iOS 系统确认允许/取消；制造 TCP 失败,阶段区分 iPhone 加网与 App 控制连接；成功保存直连地址；失败可重试；说明互联网可能暂停,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
